kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
闘,トウ,トウ|ツ,たたか・う,トウ,たたか・う,けんとう|せんとう|たたかう|ふんとう,◆互いに向き合って戦う、また争う、また競う,門一口ソ丷䒑豆十、丶寸闘,門,10厨-厂,83,8,10,18,dou,dou4,d,ou4,4,none,0,none,4,"[{""word"": ""闘う/戦う"", ""kana"": ""たたかう""}, {""word"": ""健闘"", ""kana"": ""けんとう""}, {""word"": ""戦闘"", ""kana"": ""せんとう""}, {""word"": ""奮闘"", ""kana"": ""ふんとう""}]",端,舌,全清,侯,流,,,去,0,,"[{""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""侯"", ""rhyme_category"": ""流"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
防,ホウ,ホウ|ボウ,ふせ・ぐ,ボウ,ふせ・ぐ,しょうぼう|ふせぐ|ぼうえい|ぼうさい|ぼうし|ぼうはん|よぼう,◆堤(つつみ)、水が溢(あふ)れ出てくることがないように或いは流れを変えるために土や石などを高く盛って遮(さえぎ)る、「堤防(テイボウ)」◆災害や危険などが及ばないように備(そな)える、備え守る,ろ３Ｉ｜丨阜阝亠万方防,阜,方,84,3,4,7,fang,fang2,f,ang2,2,-ng,0,none,7,"[{""word"": ""防ぐ"", ""kana"": ""ふせぐ""}, {""word"": ""防止"", ""kana"": ""ぼうし""}, {""word"": ""消防"", ""kana"": ""しょうぼう""}, {""word"": ""防災"", ""kana"": ""ぼうさい""}, {""word"": ""防犯"", ""kana"": ""ぼうはん""}, {""word"": ""予防"", ""kana"": ""よぼう""}, {""word"": ""防衛"", ""kana"": ""ぼうえい""}]",並,脣,全濁,陽,宕,,,平,0,,"[{""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""並"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""並"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
阻,ソ,ソ|ショ,はば・む,ソ,はば・む,そし|はばむ,◆(山や川が)行く手を遮(さえぎ)る、立ちはだかる、(前進・進行を)妨(さまた)げる、(侵入・進行を)食(く)い止める、同「沮」◆「険阻(ケンソ)」、行く手を妨(さまた)げるように立ちはだかるさま、険(けわ)しいさま、同「嶮岨」,ろ３Ｉ｜丨阜阝目且阻,阜,且,84,3,5,8,zu,zu3,z,u3,3,none,0,none,2,"[{""word"": ""阻止"", ""kana"": ""そし""}, {""word"": ""阻む"", ""kana"": ""はばむ""}]",莊,齒,全清,魚,遇,,,上,0,,"[{""initial"": ""莊"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""莊"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
降,コウ,コウ|ゴウ,お・りる|お・ろす|ふ・る,コウ,お・りる|お・ろす|ふ・る,いこう|おりる|おろす|かこう|こうふく|ふる,◆下(くだ)る、高いところから低いところに移る◆下(お)りる、下りて来る、上から下に落ちる◆下(さ)げる、下(お)ろす、低くする、「降伏(コウフク、姿勢を低くし或いは盛服を脱いで相手に恭順の意を示すこと)」◆「降服(コウフク)」◇盛服(セイフク、正装・盛装用の衣装)を脱(ぬ)ぐこと◇盛服を脱いで謝罪の意を示すこと◇盛服を脱ぎ素服(ソフク、白或いは柄がらのない衣服、普段着)に着替えること,ろ３Ｉ｜丨阜阝ノ又夊夂ヰ㐄夅降,阜,夅,84,3,6,9,jiang,jiang4,j,iang4,4,-ng,0,none,7,"[{""word"": ""降りる"", ""kana"": ""おりる""}, {""word"": ""降る"", ""kana"": ""ふる""}, {""word"": ""下りる/降りる"", ""kana"": ""おりる""}, {""word"": ""下ろす/降ろす/卸す"", ""kana"": ""おろす""}, {""word"": ""以降"", ""kana"": ""いこう""}, {""word"": ""下降"", ""kana"": ""かこう""}, {""word"": ""降伏"", ""kana"": ""こうふく""}]",匣,喉,全濁,江,江,,,平,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""江"", ""rhyme_category"": ""江"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""江"", ""rhyme_category"": ""江"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""呉/漢異"", ""通用""]","{""initial"": ""匣"", ""rhyme"": ""江"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""匣"", ""rhyme"": ""江"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
限,カン,カン|ゲン,かぎ・る|かぎ・り|きり,ゲン,かぎ・る|かぎ・り,かぎり|かぎりない|きげん|きょくげん|けんげん|げんかい|げんてい|げんど|さいしょうげん|さいだいげん|さいていげん|せいげん|みわたすかぎり|むげん|～かぎり,◆内と外との区切り、境界、「限界(ゲンカイ)」◆境界や範囲の内側、定めた区切り以内、またその内に収める、「限度(ゲンド)」「限定(ゲンテイ)」◆門の地上部に渡した横木、門の扉をそれ以上外に開かないように止めるためのもの、敷居(しきい)、同「䦘」「閾」,ろ３Ｉ｜丨阜阝ヨレノ艮限,阜,艮,84,3,6,9,xian,xian4,x,ian4,4,-n,0,none,15,"[{""word"": ""限り"", ""kana"": ""かぎり""}, {""word"": ""～限り"", ""kana"": ""～かぎり""}, {""word"": ""期限"", ""kana"": ""きげん""}, {""word"": ""最小限"", ""kana"": ""さいしょうげん""}, {""word"": ""最大限"", ""kana"": ""さいだいげん""}, {""word"": ""最低限"", ""kana"": ""さいていげん""}, {""word"": ""制限"", ""kana"": ""せいげん""}, {""word"": ""限りない"", ""kana"": ""かぎりない""}, {""word"": ""限界"", ""kana"": ""げんかい""}, {""word"": ""限定"", ""kana"": ""げんてい""}]",匣,喉,全濁,山,山,,開,上,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""山"", ""rhyme_category"": ""山"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""山"", ""tone"": ""上"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""匣"", ""rhyme"": ""山"", ""tone"": ""上"", ""grade"": null, ""openness"": ""開""}",1
院,エン,エン|イン,,イン,,いんせい|たいいん|だいがくいん|にゅういん|びょういん|びよういん|～いん,◆壁などで周りを囲った幾つもの建物からなる屋敷や施設◆壁や家などで周りが取り囲まれている庭、中庭、「院落(インラク)」「庭院(テイイン)」 ◆(学校・病院などの)公共性のある施設◆[日]御所、宮殿,ろ３Ｉ｜丨阜阝ウ宀二ノ丿Ｌ乚儿兀元完院,阜,完,84,3,7,10,yuan,yuan4,y,uan4,4,-n,0,none,7,"[{""word"": ""病院"", ""kana"": ""びょういん""}, {""word"": ""退院"", ""kana"": ""たいいん""}, {""word"": ""入院"", ""kana"": ""にゅういん""}, {""word"": ""～院"", ""kana"": ""～いん""}, {""word"": ""院生"", ""kana"": ""いんせい""}, {""word"": ""大学院"", ""kana"": ""だいがくいん""}, {""word"": ""美容院"", ""kana"": ""びよういん""}]",匣,喉,全濁,寒,山,,合,平,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""云"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""仙"", ""rhyme_category"": ""山"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""呉/漢異"", ""通用""]","{""initial"": ""匣"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""合""}","{""initial"": ""匣"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""合""}",1
陣,チン,チン|ジン,,ジン,,～じん,◆戦いのために兵や兵車を配置したところ、同「塦」◆戦いのための軍勢の隊形、また隊列◆合戦、戦い◆盛衰・進退・増減などの寄せては引くような波状の動き◆「一陣(イチジン)」◇軍勢の先頭の隊、軍勢の中の一つの隊◇一頻り(ひとしきり)、(勢いの強まる状態が長くはない時間続くこと),ろ３Ｉ｜丨阜阝車陣,阜,車,84,3,7,10,zhen,zhen4,zh,en4,4,-n,0,none,1,"[{""word"": ""～陣"", ""kana"": ""～じん""}]",澄,舌,全濁,眞,臻,,開,去,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""眞"", ""rhyme_category"": ""臻"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""眞"", ""tone"": ""去"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""澄"", ""rhyme"": ""眞"", ""tone"": ""去"", ""grade"": null, ""openness"": ""開""}",1
除,チョ,チョ|ジョ|ジ,のぞ・く|の・ける|よ・ける,ジョ|ジ,のぞ・く|の・ける|よ・ける,かいじょ|くじょ|こうじょ|さくじょ|じょがい|そうじ|とりのぞく|のぞく|はいじょ|めんじょ|～よけ,◆そこにあるものを押し退(の)ける、押し退けて場所をあける◆取り払う、取り去る◆それまでの官職を解(と)いて新しい官職に就(つ)ける、「除官(ジョカン)」◆それまでのものに代わって新しいものになる(する)、「除夕(ジョセキ、除夜ジョヤ、一年の最後の日の夜、新年最初の日の前夜)」◆建物正面の(昇殿するための)階段(カイダン)◆数を割る、割り算,ろ３Ｉ｜丨阜阝人𠆢二小余除,阜,余,84,3,7,10,chu,chu2,ch,u2,2,none,1,-k,11,"[{""word"": ""掃除"", ""kana"": ""そうじ""}, {""word"": ""除く"", ""kana"": ""のぞく""}, {""word"": ""削除"", ""kana"": ""さくじょ""}, {""word"": ""排除"", ""kana"": ""はいじょ""}, {""word"": ""～避け/除け"", ""kana"": ""～よけ""}, {""word"": ""解除"", ""kana"": ""かいじょ""}, {""word"": ""駆除"", ""kana"": ""くじょ""}, {""word"": ""控除"", ""kana"": ""こうじょ""}, {""word"": ""除外"", ""kana"": ""じょがい""}, {""word"": ""取り除く"", ""kana"": ""とりのぞく""}]",澄,舌,全濁,魚,遇,,,平,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""魚"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""澄"", ""rhyme"": ""魚"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
陥,カン,カン|ゲン,おちい・る|おとしい・れる,カン,おちい・る,おちいる|かんらく|けっかん,◆穴、地面が落ち窪(くぼ)んだ穴、同「臽」◆落とし穴、「陷阱、陷穽(カンセイ)」◆穴に落ち込む、穴に填(は)まり込む◆穴や罠(わな)に落とし入れる、攻め落とす,ろ３Ｉ｜丨阜阝ク𠂊Ｉ｜丨日旧陥,阜,07焔-火,84,3,7,10,xian,xian4,x,ian4,4,-n,0,none,3,"[{""word"": ""欠陥"", ""kana"": ""けっかん""}, {""word"": ""陥る"", ""kana"": ""おちいる""}, {""word"": ""陥落"", ""kana"": ""かんらく""}]",匣,喉,全濁,咸,咸,,,去,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""咸"", ""rhyme_category"": ""咸"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""咸"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""匣"", ""rhyme"": ""咸"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
陰,イン,イン|オン,かげ|かげ・る,イン,かげ|かげ・る,いんき|いんしつ|かげ|ひかげ,◆物に遮(さえぎ)られて光(日光)が届かない、日光が届かずに暗い、またそのようなところ、日光が当たるところは「陽」◆山の北側、川の南側、日光が当たらない側、逆は「陽」◆人の目に触れない側、裏側、内面、隠れて見えない側、逆は「陽」◆隠す、見えないようにする◆人(女性)の生殖器◆日時計の影、時間、「光陰(コウイン)」,ろ３Ｉ｜丨阜阝人𠆢一亼ラ今二ム厶𠫔云侌陰,阜,侌,84,3,8,11,yin,yin1,y,in1,1,-n,0,none,4,"[{""word"": ""陰"", ""kana"": ""かげ""}, {""word"": ""陰気"", ""kana"": ""いんき""}, {""word"": ""陰湿"", ""kana"": ""いんしつ""}, {""word"": ""日陰"", ""kana"": ""ひかげ""}]",,,,,,,,,0,,,0,,,,,0
陳,チン,チン|ジン,の・べる,チン,,ちんれつ,◆順に並べる、一列に並べる、広げ並べる、また並ぶ、同「敶」「𨸬」「𢽬」◆順を追って述べる、よく分かるように述べる、同「𨸬」「𢽬」◆古い、旧式な、長い時が経っている◆春秋時代(前770年～前5世紀)の国名◆王朝名、557年～589年、南北朝時代(420年～589年)の南朝最後の王朝 ,ろ３Ｉ｜丨阜阝木日東陳,阜,東,84,3,8,11,chen,chen2,ch,en2,2,-n,0,none,1,"[{""word"": ""陳列"", ""kana"": ""ちんれつ""}]",澄,舌,全濁,眞,臻,,開,平,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""眞"", ""rhyme_category"": ""臻"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""眞"", ""rhyme_category"": ""臻"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""眞"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""澄"", ""rhyme"": ""眞"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
陵,リョウ,リョウ,みささぎ,リョウ,,きゅうりょう,◆大きな土山(つちやま)◆みささぎ、高く土を盛った王の墓◆危険や困難を乗り越える、乗り越えて高みに登る、同「凌」◆ぐっと踏み付ける、踏み付けにする、上から(力ずくで)押さえ付ける、同「凌」「𠡭」,ろ３Ｉ｜丨阜阝土ハ八圥ノ又夊夂夌陵,阜,夌,84,3,8,11,ling,ling2,l,ing2,2,-ng,0,none,1,"[{""word"": ""丘陵"", ""kana"": ""きゅうりょう""}]",來,舌,次濁,蒸,曾,,開,平,0,,"[{""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""蒸"", ""rhyme_category"": ""曾"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
陶,トウ,トウ|ドウ|ヨウ,すえ,トウ,,うっとうしい,◆土を捏(こ)ねて形を作り焼く、またそうして作ったもの、同「匋」「𡍒」◆「陶器(トウキ)」、土を捏(こ)ねて形を作り焼いたものの総称、焼物(やきもの)、素焼きのものや釉薬(ユウヤク)を塗ったものなどを含む、ただ特に表面がガラスglas[蘭]質で吸水性がなく透明なものは「磁器(ジキ)」という◆形作(かたちづく)る、良い形に作り上げる、教え導く◆心地よいさま、和(なご)むさま、同「㑾」、「陶陶(ヨウヨウ)」「陶然(トウゼン)」,ろ３Ｉ｜丨阜阝ノ丿𠃌勹一𠂉二十干山缶匋陶,阜,匋,84,3,8,11,tao,tao2,t,ao2,2,none,0,none,1,"[{""word"": ""鬱陶しい"", ""kana"": ""うっとうしい""}]",以,喉,次濁,宵,效,,,平,0,,"[{""initial"": ""以"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""宵"", ""rhyme_category"": ""效"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""豪"", ""rhyme_category"": ""效"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""通用"", ""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""豪"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""豪"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
陸,リク,リク|ロク,おか|くが,リク,,じょうりく|たいりく|ちゃくりく|りく|りくじょう|りくち,◆おか、くが、広い台地、土が厚く積み重なって水面より高くなったところ、水に覆われていない平らに広がる土地◆水に覆われていない土地、「陸路(りくろ)」◆途切れることなく次々に続く(続いている)さま、「陸続(リクゾク)」◆高く(高いところに)跳び上がる◆「六」の大写字(「二」は「貳」・「三」は「參」のような大文字のこと) ,ろ３Ｉ｜丨阜阝土ハ八一ノ丿Ｌ乚儿兀圥２坴陸,阜,坴,84,3,8,11,lu,lu4,l,u4,4,none,1,-k,6,"[{""word"": ""大陸"", ""kana"": ""たいりく""}, {""word"": ""陸"", ""kana"": ""りく""}, {""word"": ""陸地"", ""kana"": ""りくち""}, {""word"": ""上陸"", ""kana"": ""じょうりく""}, {""word"": ""着陸"", ""kana"": ""ちゃくりく""}, {""word"": ""陸上"", ""kana"": ""りくじょう""}]",來,舌,次濁,東,通,三,,入,1,ク,"[{""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": ""三"", ""rhyme"": ""東"", ""rhyme_category"": ""通"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
険,ケン,ケン,けわ・しい,ケン,けわ・しい,きけん|けわしい|たんけん|ほけん|ぼうけん,◆山が高く切り立っているさま、行く手を阻(はば)むように山が高く立ちはだかっているさま、またそのようなところ◆危(あぶ)ない、危(あや)うい状況や困難な状況に遭遇する可能性があるさま◆(地形や状況、態度や言葉などの)先が尖っているさま、とげとげしいさま¶日本製の簡体字で中国では殆ど使われない,ろ３Ｉ｜丨阜阝人𠆢一亼口２㑒険,阜,㑒,84,3,8,11,xian,xian3,x,ian3,3,-n,0,none,5,"[{""word"": ""危険"", ""kana"": ""きけん""}, {""word"": ""険しい"", ""kana"": ""けわしい""}, {""word"": ""冒険"", ""kana"": ""ぼうけん""}, {""word"": ""保険"", ""kana"": ""ほけん""}, {""word"": ""探検/探険"", ""kana"": ""たんけん""}]",,,,,,,,,0,,,0,,,,,0
陽,ヨウ,ヨウ,ひ,ヨウ,,ようき,◆日光、日光が当たって明るい、明るく暖かい、またそのようなところ、日光が当たらないところは「陰」◆山の南側、川の北側、日光が当たる側、逆は「陰」◆人の目に触れる側、表側、外面、はっきりと見える側、逆は「陰」◆男性の生殖器◆生きている、この世の◆～のふりをする、上辺(うわべ)をそれらしく装う、同「佯」◆農暦(中国の旧暦の一つ)の十月、同「霷」,ろ３Ｉ｜丨阜阝日一旦万ノ丿𠃌勹２３勿昜陽,阜,昜,84,3,9,12,yang,yang2,y,ang2,2,-ng,0,none,1,"[{""word"": ""陽気"", ""kana"": ""ようき""}]",以,喉,次濁,陽,宕,,開,平,0,,"[{""initial"": ""以"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
隅,グ,グ|グウ,すみ,,すみ,すみ,"◆""＜""字状になっているところの内側、同「隈」◆奥まったところ、中心から離れた角(すみ)",ろ３Ｉ｜丨阜阝田甲冂ム厶禸禺隅,阜,禺,84,3,9,12,yu,yu2,y,u2,2,none,1,-k,1,"[{""word"": ""隅"", ""kana"": ""すみ""}]",疑,牙,次濁,虞,遇,,,平,0,,"[{""initial"": ""疑"", ""initial_category"": ""牙"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""虞"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
隊,タイ,タイ|ダイ|ツイ|ズイ,,タイ,,へいたい|～たい,◆同じ目的を持って行動する集団、特に軍の役割や機能ごとに組織した集団◆高い所から(ごろごろと転がりながら落ちるのではなく空中をまっすぐ下に)落ちる、落下する、同「墜」,ろ３Ｉ｜丨阜阝ハ八ソ丷一䒑ノ３４彡く𧰨豕㒸隊,阜,㒸,84,3,9,12,dui,dui4,d,ui4,4,none,0,none,2,"[{""word"": ""兵隊"", ""kana"": ""へいたい""}, {""word"": ""～隊"", ""kana"": ""～たい""}]",定,舌,全濁,灰,蟹,,,去,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""灰"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""灰"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""灰"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
階,カイ,カイ|ケ,きざはし|はし|しな,カイ,,かいきゅう|かいそう|かいだん|だんかい|～かい|～かいだて,◆同じ高さの段(ダン、積み重ねて層をなしたもの)、上り下りするために同じ高さに揃え積み重ねたもの、「階段(カイダン)」◆梯子(テイシ、はしご)◆高低の区切りの一つ一つ、等級◆「階級(カイキュウ)」◇階段◇地位・職位などの等級◆上(のぼ)る、登(のぼ)る、昇(のぼ)る、(「一段一段と段階を踏み上へ行く・前に進む」の意)◆[日]建物の層,ろ３Ｉ｜丨阜阝ヒ𠤎匕２比日白皆階,阜,皆,84,3,9,12,jie,jie1,j,ie1,1,none,0,none,6,"[{""word"": ""～階"", ""kana"": ""～かい""}, {""word"": ""～階建て"", ""kana"": ""～かいだて""}, {""word"": ""階段"", ""kana"": ""かいだん""}, {""word"": ""段階"", ""kana"": ""だんかい""}, {""word"": ""階級"", ""kana"": ""かいきゅう""}, {""word"": ""階層"", ""kana"": ""かいそう""}]",見,牙,全清,皆,蟹,,開,平,0,,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""皆"", ""rhyme_category"": ""蟹"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
