kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
手,シュウ,シュウ|シュ|ス,て|た,シュ,て|た,うまい|うんてんしゅ|きって|じょうず|せんしゅ|て|てあらい|てがみ|てがる|てつだい|てつだう|てぶくろ|へた,◆体や物体の一部で、胴から分かれ出て伸び、持つ・握る・叩く・ものを作る・操作するなどの機能を持つ部分、掌(たなごころ)と指を合わせた全体、腕の先の部分 ◆自(みずか)ら、「自分の手で」「手ずから」の意◆(手を使って)ものを作る、またその使い方、またその腕前、「手芸(シュゲイ)」「手法(シュホウ)」「上手(ジョウシュ、ジョウズ、うわて)」◆て、部首名,手,手,,44,4,0,4,shou,shou3,sh,ou3,3,none,0,none,13,"[{""word"": ""切手"", ""kana"": ""きって""}, {""word"": ""上手"", ""kana"": ""じょうず""}, {""word"": ""手"", ""kana"": ""て""}, {""word"": ""手洗い"", ""kana"": ""てあらい""}, {""word"": ""手紙"", ""kana"": ""てがみ""}, {""word"": ""下手"", ""kana"": ""へた""}, {""word"": ""旨/巧/美味/甘/上手い"", ""kana"": ""うまい""}, {""word"": ""運転手"", ""kana"": ""うんてんしゅ""}, {""word"": ""選手"", ""kana"": ""せんしゅ""}, {""word"": ""手軽"", ""kana"": ""てがる""}]",書,齒,全清,尤,流,,,上,0,,"[{""initial"": ""書"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""尤"", ""rhyme_category"": ""流"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
打,テイ,テイ|チョウ|ダ,う・つ,,う・つ,うつ,◆撃(う)つ、手や道具を物に当てる、叩(たた)く◆～する、「打消(ダショウ、取り消す、打ち消す)」「打撃(ダゲキ、撃つ)」「打開(ダカイ、開ける)」「打算(ダサン、計算する)」「打傷(ダショウ、傷を負う、傷を負わせる)」「打倒(ダトウ、倒す)」「打頭(ダトウ、先頭に立つ)」◆～(場所や時間など)から、同「从」◆個数の単位、ダースdozen、1打=12個,才扌一亅丁打,手,丁,44,3,2,5,da,da3,d,a3,3,none,0,none,1,"[{""word"": ""打つ"", ""kana"": ""うつ""}]",知,舌,全清,庚,梗,二,開,上,0,,"[{""initial"": ""知"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": ""二"", ""rhyme"": ""庚"", ""rhyme_category"": ""梗"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""青"", ""rhyme_category"": ""梗"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""知"", ""rhyme"": ""庚"", ""tone"": ""上"", ""grade"": ""二"", ""openness"": ""開""}","{""initial"": ""知"", ""rhyme"": ""庚"", ""tone"": ""上"", ""grade"": ""二"", ""openness"": ""開""}",1
払,フツ,フツ|ホチ|ヒツ,はら・う,,はら・う,はらう,◆取る◆手(や用具)を左右に振って不要なものや邪魔なものを他に追いやる、同「拂」、本来「拂」は別字だが古くから「拂」の異体字として「払」が用いられた◆[日]代金を渡す,才扌ム厶払,手,厶,44,3,2,5,fan,fan3,f,an3,3,-n,0,none,1,"[{""word"": ""払う"", ""kana"": ""はらう""}]",滂,脣,次清,文,臻,,,入,1,ツ,"[{""initial"": ""滂"", ""initial_category"": ""脣"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""文"", ""rhyme_category"": ""臻"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
承,ショウ,ショウ|ジョウ,うけたまわ・る|う・ける,ショウ,う・ける,しょうち,◆上にあるものを掌(てのひら)で受ける◆上位者からの授(さず)かりものを下位者が恭(うやうや)しく両手で受ける、また受け取る◆上位者からの命令や意向などを受ける、また受け入れる◆(後の者が前の者の意志や言葉などを)受け継ぐ◆「奉承(ホウショウ)」、相手を持ち上げる、煽(おだ)てる,フ乛亅了水氶手承,手,,44,4,4,8,cheng,cheng2,ch,eng2,2,-ng,0,none,1,"[{""word"": ""承知"", ""kana"": ""しょうち""}]",常,齒,全濁,蒸,曾,,開,平,0,,"[{""initial"": ""常"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""蒸"", ""rhyme_category"": ""曾"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""常"", ""rhyme"": ""蒸"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""常"", ""rhyme"": ""蒸"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
技,キ,キ|ギ,わざ,ギ,,ぎじゅつ|とくぎ,◆手足を使い巧(たく)みに物を作る或いは操(あやつ)る、またその能力や方法◆藝(ゲイ、芸術、技芸)、巧みに演(エン)ずる、またその能力や方法,才扌十ヌ又支技,手,支,44,3,4,7,ji,ji4,j,i4,4,none,1,-k,2,"[{""word"": ""特技"", ""kana"": ""とくぎ""}, {""word"": ""技術"", ""kana"": ""ぎじゅつ""}]",,,,,,,,,0,,,0,,,,,0
投,トウ,トウ|ズ,な・げる,,な・げる,なげる,◆手に持っているものを放り出す、手放す◆持っているものを他のものに入れる、また当てる◆棄てる、諦める◆止まる、滞在する,才扌ク刀几ヌ又殳投,手,殳,44,3,4,7,tou,tou2,t,ou2,2,none,0,none,1,"[{""word"": ""投げる"", ""kana"": ""なげる""}]",定,舌,全濁,侯,流,,,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""侯"", ""rhyme_category"": ""流"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""侯"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""侯"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
折,セツ,セツ|セチ,お・る|お・れる|おり,,お・る|お・れる,おる|おれる,"◆まっすぐなものや平らなものを途中から""Ｖ""字形に曲げる、また曲げて畳む、同「㪿」、単に""Ｕ""字形のように曲げるのではなく折り目が付くようにしっかりと曲げることをいう◆きっぱりと判断する◆途中で曲がってしまっている、損(そこ)なう◆まっすぐに行けない、途中で挫(くじ)ける、屈する◆若くして死ぬ、「寿命を全(まっと)うすることなくその途中で死ぬ」の意、同「歽」◆[日]おり、機会、時",才扌ノ丿２𠂆一𠂋Ｔ斤折,手,斤,44,3,4,7,zhe,zhe2,zh,e2,2,none,1,-k,2,"[{""word"": ""折る"", ""kana"": ""おる""}, {""word"": ""折れる"", ""kana"": ""おれる""}]",定,舌,全濁,齊,蟹,,開,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""齊"", ""rhyme_category"": ""蟹"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""仙"", ""rhyme_category"": ""山"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""常"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""仙"", ""rhyme_category"": ""山"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",3,gy,"[""呉/漢異"", ""通用"", ""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""齊"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""定"", ""rhyme"": ""齊"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
抵,テイ,テイ|タイ,,テイ|タイ,,たいてい,◆至る、届く、着く◆突き当たる、当たる、触れる、「抵触(テイショク)」、同「牴」「觝」◆当たる、相当する◆「抵挡(テイトウ)」、食(く)い止める、押し止(とど)める、防ぎ止める◆「大抵(タイテイ)」、凡(おおよ)そ、大体、ほぼ、大略(タイリャク),才扌ノレ氏一氐抵,手,氐,44,3,5,8,di,di3,d,i3,3,none,0,none,1,"[{""word"": ""大抵"", ""kana"": ""たいてい""}]",端,舌,全清,齊,蟹,,開,上,0,,"[{""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""齊"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
押,オウ,オウ|ヨウ,お・す|おさ・える,,お・す,おしいれ|おす,◆手で力を加える、力を加え自由に動けないようにする、勝手に動かないようにする、拘束(コウソク)する◆署名(ショメイ)する、署名、自署(ジショ)、「押署(オウショ)」「花押(カオウ、草書・崩し字・図案化した字などでの署名)」◆金銭や物品の借りる時に(清算されるまで勝手に処分できない)代わりの金銭や物品を抵当(テイトウ)に入れる、「抵押(テイオウ)」,才扌田甲押,手,甲,44,3,5,8,ya,ya1,y,a1,1,none,1,-t,2,"[{""word"": ""押す"", ""kana"": ""おす""}, {""word"": ""押し入れ"", ""kana"": ""おしいれ""}]",影,喉,全清,銜,咸,,,入,1,フ,"[{""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""銜"", ""rhyme_category"": ""咸"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""銜"", ""rhyme_category"": ""咸"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
拉,ロウ,ロウ|ラツ,ひし・ぐ|ひしゃ・げる,,,カラオケ|ラーメン,◆折る、圧(へ)し折る◆引く、引っ張る、引き延ばす◆[日]ひし・ぐ、ひしゃ・げる、押し潰(つぶ)す、押し潰されて形が変わる,才扌立拉,手,立,44,3,5,8,la,la1,l,a1,1,none,1,-t,2,"[{""word"": ""卡拉OK"", ""kana"": ""カラオケ""}, {""word"": ""拉麺"", ""kana"": ""ラーメン""}]",來,舌,次濁,覃,咸,,,入,1,フ,"[{""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""覃"", ""rhyme_category"": ""咸"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
招,ショウ,ショウ,まね・く,ショウ,,しょうたい,◆手を振って人を呼び寄せる、声を掛けて呼び寄せるのは「召」◆礼を尽くして人を自分のところに呼び寄せる,才扌刀口召招,手,召,44,3,5,8,zhao,zhao1,zh,ao1,1,none,0,none,1,"[{""word"": ""招待"", ""kana"": ""しょうたい""}]",章,齒,全清,宵,效,,,平,0,,"[{""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""宵"", ""rhyme_category"": ""效"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
拝,ハイ,ハイ|ヘ,おが・む,ハイ,,はいけん,◆対面した相手に敬意・弔意や恭順・感謝などの意を示すために、跪(ひざまず)く・頭を下げる・手を合わせるなどの動作をする、同「𣬊」「𢷎」、「【通典:卷四十八:禮八:諸侯大夫士宗廟】辨九拜一曰稽首二曰頓首三曰空首四曰振動五曰吉拜六曰凶拜七曰奇拜八曰褒拜九曰肅拜」◆上位の人から物や位や命令などを授(さず)かる(謙譲語で「いただく」、「手を頭の上に差し上げて受ける」「ありがたく頂戴する」の意)◆語の頭に付けて敬意を表す語、「拜会(ハイカイ、お目にかかる)」,才扌一三十干３４拝,手,05拜-手,44,3,5,8,bai,bai4,b,ai4,4,none,0,none,1,"[{""word"": ""拝見"", ""kana"": ""はいけん""}]",幫,脣,全清,皆,蟹,,,去,0,,"[{""initial"": ""幫"", ""initial_category"": ""脣"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""皆"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
拭,ショク,ショク|シキ,ぬぐ・う|ふ・く,,ふ・く,ふく,◆表面をさぁっと擦(こす)るようにして汚(よご)れや濡(ぬ)れなどを取る、きれいにする,才扌一、丶弋エ工式拭,手,式,44,3,6,9,shi,shi4,sh,i4,4,none,1,-k,1,"[{""word"": ""拭く"", ""kana"": ""ふく""}]",書,齒,全清,蒸,曾,,開,入,1,ク,"[{""initial"": ""書"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""蒸"", ""rhyme_category"": ""曾"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
拶,サツ,サツ|サチ,,サツ,,あいさつ,◆隙間がない程までに近づく、また近くに寄せる、同「𢹵」「𥔨」◆「挨拶(アイサツ)」◇ぎっしりと詰まって押し合い圧(へ)し合いするさま◇[日]人と付き合う際の礼儀としての言葉◆「拶指(サッシ)」、指の間に円柱形の木の棒を挟(はさ)んで縛る刑、またその棒、本来は「桚指」、「拶指」は俗用,才扌く𡿨３巛タ夕𡿪拶,手,𡿪,44,3,6,9,za,za1,z,a1,1,none,1,-t,1,"[{""word"": ""挨拶"", ""kana"": ""あいさつ""}]",精,齒,全清,寒,山,,開,入,1,ツ,"[{""initial"": ""精"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
拾,シュウ,シュウ|ジュウ,ひろ・う,,ひろ・う,ひろう,◆落ちているもの(放置されてそのままになっているもの)を手で取る、また手に取って持ち上げる◆集める、集めて手に収める◆数の十、「十」の大写字(「一」は「壹」・「二」は「貳」のような大文字のこと) ◆弓籠手(ゆごて)、弾いた弓の弦(つる)が当たって傷付かないように腕に着(つ)ける革製の防具、同「韝」,才扌人𠆢一亼口𠮛合拾,手,合,44,3,6,9,shi,shi2,sh,i2,2,none,0,none,1,"[{""word"": ""拾う"", ""kana"": ""ひろう""}]",常,齒,全濁,侵,深,,,入,1,フ,"[{""initial"": ""常"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""侵"", ""rhyme_category"": ""深"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""常"", ""rhyme"": ""侵"", ""tone"": ""入"", ""grade"": null, ""openness"": null}","{""initial"": ""常"", ""rhyme"": ""侵"", ""tone"": ""入"", ""grade"": null, ""openness"": null}",1
持,チ,チ|ジ,も・つ,チ,も・つ,かねもち|きもち|もつ,◆ぐっと握(にぎ)る、しっかりと掴(つか)む◆しっかりと守る、そのままの状態を保つ、「持久(ジキュウ、長く保ち続ける)」◆しっかりと支える、「支持(シジ)」◆「矜持(キョウジ)」◇堅(かた)く守る◇自重(ジチョウ)する◇自分の力(能力や才能など)を誇(ほこ)る、自負する、自惚(うぬぼ)れる、同「矜恃」,才扌土十、丶寸寺持,手,寺,44,3,6,9,chi,chi2,ch,i2,2,none,0,none,3,"[{""word"": ""持つ"", ""kana"": ""もつ""}, {""word"": ""金持ち"", ""kana"": ""かねもち""}, {""word"": ""気持ち"", ""kana"": ""きもち""}]",澄,舌,全濁,之,止,,,平,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""之"", ""rhyme_category"": ""止"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""之"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""澄"", ""rhyme"": ""之"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
指,シ,シ,ゆび|ゆび・さす|さ・す,,ゆび|ゆび・さす|さ・す,さす|ゆび|ゆびわ,◆ゆび、手足の先に伸び出た体の一部 ◆ゆび・さす、さ・す、物事の方向を示す◆意図するところ、考え、意向、同「旨」,才扌ヒ七𠤎匕日旨指,手,旨,44,3,6,9,zhi,zhi3,zh,i3,3,none,0,none,3,"[{""word"": ""指す"", ""kana"": ""さす""}, {""word"": ""指"", ""kana"": ""ゆび""}, {""word"": ""指輪"", ""kana"": ""ゆびわ""}]",章,齒,全清,脂,止,,開,上,0,,"[{""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""脂"", ""rhyme_category"": ""止"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
挙,キョ,キョ|コ,あ・げる|あ・がる|あ・げて|こぞ・る|こぞ・って,,あ・げる|あ・がる|あ・げて,あげる,◆(ものを手で頭よりも上に)持ち上げる、手を高く上げる、「挙手(キョシュ)」◆(問題点などを)取り上げる◆(人などを)取り立てる、「推挙(スイキョ)」◆事を起こす、行(おこな)う◆(国や場所を)占領する◆行い、行為◆全て、悉(ことごと)く、残らずに、「挙国(キョコク、国を挙げて、国民全て)」,ツ⺍一ハ八兴手挙,手,兴,44,4,6,10,ju,ju3,j,u3,3,none,0,none,1,"[{""word"": ""挙げる"", ""kana"": ""あげる""}]",見,牙,全清,魚,遇,,,上,0,,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
挨,アイ,アイ|エ,,アイ,,あいさつ,◆ぶつかるほど近くまで寄る、肩が触れるほどぴったりと並ぶ◆押す、押し合う◆被(こうむ)る、～される、同「捱」◆引き延ばす、同「捱」◆「挨拶(アイサツ)」◇ぎっしりと詰まって押し合い圧(へ)し合いするさま◇[日]人と付き合う際の礼儀としての言葉◇[日]会合などの大勢の人が集まる場で話をすること、またその話,才扌ム厶大天矢矣挨,手,矣,44,3,7,10,ai,ai1,,ai1,1,none,0,none,1,"[{""word"": ""挨拶"", ""kana"": ""あいさつ""}]",影,喉,全清,皆,蟹,,開,上,0,,"[{""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""皆"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""咍"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
振,シン,シン,ふ・る|ふ・るう,,ふ・る|ふ・るう,ふる,◆揺(ゆ)する、揺るがす、揺り動かす◆揺すって奮(ふる)い起こす、また奮い立たせる◆励(はげ)ます、励まし救(すく)う◆盛んなさま、勢(いきお)いがあるさま、「振振(シンシン)」,才扌厂二レノ辰振,手,辰,44,3,7,10,zhen,zhen4,zh,en4,4,-n,0,none,1,"[{""word"": ""振る"", ""kana"": ""ふる""}]",章,齒,全清,眞,臻,,開,平,0,,"[{""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""眞"", ""rhyme_category"": ""臻"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": ""職鄰"", ""inferred_reading_type"": ""general""}, {""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""眞"", ""rhyme_category"": ""臻"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
捕,ホ,ホ|ブ,つか・まえる|つか・まる|とら・える|とら・われる|と・る,,つか・まえる|つか・まる,つかまえる,◆(逃げるものを追いかけて、或いは隠れているもの捜し出して)掴(つか)まえる、捉(つか)まえる、取り押さえる,才扌十用、丶甫捕,手,甫,44,3,7,10,bu,bu3,b,u3,3,none,0,none,1,"[{""word"": ""捕まえる"", ""kana"": ""つかまえる""}]",並,脣,全濁,模,遇,,,去,0,,"[{""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""並"", ""rhyme"": ""模"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""並"", ""rhyme"": ""模"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
捨,シャ,シャ,す・てる,,す・てる,すてる,◆手放(てばな)す、棄(す)てる、握った手を解(と)いて手の中のものを放(ほう)る、同簡「舍」◆財物などを他に与える、施(ほどこ)す、「喜捨(キシャ)」「施捨(シシャ)」、同「舍」¶{⿰扌舍}が正字,才扌人土士口𠮷吉舎捨,手,舎,44,3,8,11,she,she3,sh,e3,3,none,0,none,1,"[{""word"": ""捨てる"", ""kana"": ""すてる""}]",書,齒,全清,麻,假,三,開,上,0,,"[{""initial"": ""書"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": ""三"", ""rhyme"": ""麻"", ""rhyme_category"": ""假"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
掃,ソウ,ソウ,は・く|はら・う,ソウ,,そうじ,◆箒(ほうき)などで埃(ほこり)や塵(ちり)などを払(はら)う、また払ってきれいにする、同「埽」◆払い除(の)ける,才扌ヨワ冖巾帚掃,手,帚,44,3,8,11,sao,sao3,s,ao3,3,none,0,none,1,"[{""word"": ""掃除"", ""kana"": ""そうじ""}]",心,齒,全清,豪,效,,,上,0,,"[{""initial"": ""心"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""豪"", ""rhyme_category"": ""效"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""心"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""豪"", ""rhyme_category"": ""效"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
授,シュウ,シュウ|ジュ,さず・ける|さず・かる,ジュ,,じゅぎょう,◆上位者が下位者に直接(手渡しで)与える、また教える、下位者が上位者から直接(手渡しで)賜(たまわ)る、また給(たま)わる,才扌ノ丿ツ⺍爪爫爫ワ冖ヌ又受授,手,受,44,3,8,11,shou,shou4,sh,ou4,4,none,0,none,1,"[{""word"": ""授業"", ""kana"": ""じゅぎょう""}]",常,齒,全濁,尤,流,,,去,0,,"[{""initial"": ""常"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""尤"", ""rhyme_category"": ""流"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""常"", ""rhyme"": ""尤"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""常"", ""rhyme"": ""尤"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
