kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
洗,セン,セン|セイ|サイ,あら・う,セン,あら・う,あらう|せんたく|てあらい,◆水で汚(よご)れや垢(あか)を落とす◆汚れが落ちてきれいになる◆手・指・足などの汚れを落とすために水を張る器 ,シ氵ノ丿一𠂉土𠂒Ｌ乚儿兀先洗,水,先,4p,3,6,9,xi,xi3,x,i3,3,none,0,none,3,"[{""word"": ""洗う"", ""kana"": ""あらう""}, {""word"": ""洗濯"", ""kana"": ""せんたく""}, {""word"": ""手洗い"", ""kana"": ""てあらい""}]",心,齒,全清,齊,蟹,,開,上,0,,"[{""initial"": ""心"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""齊"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""心"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""先"", ""rhyme_category"": ""山"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
活,カツ,カツ|ガチ,い・きる|い・かす,カツ,い・きる|い・かす,かつどう|せいかつ,◆水が(生きているかのように)勢いよく流れるさま、またその音、「活活(カツカツ)」、同「𣿛」「𣸅」◆(水しぶきが飛び散るように)生き生きとしたさま、動きが生き生きとしているさま、「活動(カツドウ)」◆生きる、生きている、生きて行く、「生活(セイカツ)」、「【孟子集注:十三上:盡心上】…民非水火不生活…」◆(他を、他人を)生かす、「【史記:卷七:項羽本紀】…張良曰秦時與臣游項伯殺人臣活之・・・」,シ氵ノ丿十千口古舌活,水,舌,4p,3,6,9,huo,huo2,h,uo2,2,none,1,-k,2,"[{""word"": ""活動"", ""kana"": ""かつどう""}, {""word"": ""生活"", ""kana"": ""せいかつ""}]",見,牙,全清,寒,山,,合,入,1,ツ,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""通用"", ""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""寒"", ""tone"": ""入"", ""grade"": null, ""openness"": ""合""}","{""initial"": ""匣"", ""rhyme"": ""寒"", ""tone"": ""入"", ""grade"": null, ""openness"": ""合""}",1
派,ハイ,ハイ|ヘ|ハ,,,,りっぱ,◆本流から枝分かれした流れ◆本筋の流れ(本流、主流、本家)から分かれ出たもの◆本(もと)の一部を割(さ)いて、本とは違う場所・方向に向かわせる、「派遣(ハケン)」,シ氵ノ丿２𠂆３４イレ𠂢派,水,𠂢,4p,3,6,9,pai,pai4,p,ai4,4,none,0,none,1,"[{""word"": ""立派"", ""kana"": ""りっぱ""}]",滂,脣,次清,佳,蟹,,,去,0,,"[{""initial"": ""滂"", ""initial_category"": ""脣"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""佳"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
浴,ヨク,ヨク,あ・びる,,あ・びる,あびる|ゆかた,◆水や湯に体を入れる、また入って体を洗う◆水や湯を上から体に掛ける◆身に受ける、蒙(こうむ)る,シ氵ハ八人𠆢口谷浴,水,谷,4p,3,7,10,yu,yu4,y,u4,4,none,1,-k,2,"[{""word"": ""浴びる"", ""kana"": ""あびる""}, {""word"": ""浴衣"", ""kana"": ""ゆかた""}]",以,喉,次濁,鍾,通,,,入,1,ク,"[{""initial"": ""以"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""鍾"", ""rhyme_category"": ""通"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
海,カイ,カイ,うみ,カイ,うみ,うみ|かいがい,◆大地を取り囲むように広がる深く広大な水溜まり(みずたまり)、陸地内の大きな水溜まりは「湖」◆広く大きいさま◆たくさんのものが集まっているさま,シ氵ノ丿一𠂉母毋毎每海海海,水,每,4p,3,6,9,hai,hai3,h,ai3,3,none,0,none,2,"[{""word"": ""海"", ""kana"": ""うみ""}, {""word"": ""海外"", ""kana"": ""かいがい""}]",曉,喉,全清,咍,蟹,,,上,0,,"[{""initial"": ""曉"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""咍"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
消,ショウ,ショウ,き・える|け・す,,き・える|け・す,きえる|けす,◆減る、少しずつ小さくなる、また少なくなる、また細くなる、またそのようにする◆次第に小さく(細く)なってやがて姿が見えなくなる、なくなる、後に何も残らない、またそのようにする◆(次の予定までの)時間を過ごす、また時間を減らす、(空いた)時間を潰(つぶ)す◆「消極(しょうきょく)」、積極的に事を成そうとする意欲が次第に先細る、積極的に賛意・賛同の意思を示さない,シ氵ソ丷ハ八小月肖消,水,肖,4p,3,7,10,xiao,xiao1,x,iao1,1,none,0,none,2,"[{""word"": ""消える"", ""kana"": ""きえる""}, {""word"": ""消す"", ""kana"": ""けす""}]",心,齒,全清,宵,效,,,平,0,,"[{""initial"": ""心"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""宵"", ""rhyme_category"": ""效"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
涙,ルイ,ルイ,なみだ,,なみだ,なみだ,◆目から分泌される液体、またそれが流れ落ちる◆(目から涙が出るように)ぽたぽたと滲(し)み出る¶「淚」が本字で「涙」は日本でのみ用いられる漢字,シ氵、丶一コノ丿尸户戶戸大戻涙,水,戻,4p,3,7,10,lei,lei4,l,ei4,4,none,0,none,1,"[{""word"": ""涙"", ""kana"": ""なみだ""}]",來,舌,次濁,脂,止,,合,去,0,,"[{""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""脂"", ""rhyme_category"": ""止"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
涼,リョウ,リョウ,すず・しい|すず・む,,すず・しい|すず・む,すずしい,◆ひんやりする、気温が低い、やや冷たい、やや寒い◆もの寂(さび)しい◆対応が冷たい、情(ジョウ)が薄い、思い遣(や)りが欠ける◆五胡十六国時代の国名、中国西北部を領した「前涼(320年～376年)」「後涼(386年～403年)」「西涼(400年～421年)」「北涼(397年～439年)」「南涼(397年～414年)」があった,シ氵亠口小京涼,水,京,4p,3,8,11,liang,liang2,l,iang2,2,-ng,0,none,1,"[{""word"": ""涼しい"", ""kana"": ""すずしい""}]",來,舌,次濁,陽,宕,,開,平,0,,"[{""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
渡,ト,ト|ド,わた・る|わた・す,,わた・る|わた・す,わたす|わたる,◆川や海などの水で隔(へだ)てられた対岸に行く、越えて行く、「渡河(トカ)」「渡江(トコウ)」「渡水(トスイ)」◆船着き場、対岸に人や物を運ぶ船が発着するところ◆[日]こちら側から向こう側(或いは逆)へものを移す◆[日]こちら側と向こう側の間に板・棒・綱などを架(か)ける,シ氵广十２廿ヌ又度渡,水,度,4p,3,9,12,du,du4,d,u4,4,none,1,-k,2,"[{""word"": ""渡す"", ""kana"": ""わたす""}, {""word"": ""渡る"", ""kana"": ""わたる""}]",定,舌,全濁,模,遇,,,去,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
温,オン,オン|ウン,あたた・かい|あたた・まる|あたた・める|ぬく・い,オン,あたた・かい|あたた・まる|あたた・める,あたたかい|おんせん|きおん|ぬるい,◆熱くもなく冷たくもなく程よいさま、暖かなさま、また熱を加えてそのようにする◆穏やかなさま、柔和なさま◆(古く冷めてしまったものを温め直して)蘇(よみがえ)させる,シ氵日皿昷温,水,昷,4p,3,9,12,wen,wen1,w,en1,1,-n,0,none,4,"[{""word"": ""温/暖かい"", ""kana"": ""あたたかい""}, {""word"": ""温泉"", ""kana"": ""おんせん""}, {""word"": ""気温"", ""kana"": ""きおん""}, {""word"": ""温い"", ""kana"": ""ぬるい""}]",影,喉,全清,魂,臻,,,平,0,,"[{""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""魂"", ""rhyme_category"": ""臻"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
湿,シツ,シツ|シュウ,しめ・る,シツ,,しつど,◆僅かに水分(液体)を含んでいるさま、水気を帯びる、水気を含んでいるが水が滲み出るほどではない状態を指す,シ氵日ソ丷一业显湿,水,显,4p,3,9,12,shi,shi1,sh,i1,1,none,1,-k,1,"[{""word"": ""湿度"", ""kana"": ""しつど""}]",書,齒,全清,侵,深,,,入,1,フ,"[{""initial"": ""書"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""侵"", ""rhyme_category"": ""深"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""透"", ""initial_category"": ""舌"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""覃"", ""rhyme_category"": ""咸"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
滑,カツ,カツ|ゲチ|コツ|コチ,すべ・る|なめ・らか|ぬめ・る,,すべ・る,すべる,◆凹凸がなくつるつるしている、すべすべしている、ざらざらとしていない◆狡(ずる)い、すばしこい(すばしっこい)、するりと身を躱(かわ)してうまく逃(のが)れる、狡賢(ずるがしこ)い、「狡猾(コウカツ)」、同「狡獪(コウカイ)」、同「猾」◆乱す、掻(か)き乱す、ごちゃごちゃさせる、同「猾」◆「滑稽(コッケイ)」◇流れるようによく喋(しゃべ)る◇面白おかしいさま◆「滑石(カッセキ)」、薬として利用される鉱物、英名タルクtalc、同「磆石」,シ氵冂２「冎ワ冖月骨滑,水,骨,4p,3,10,13,hua,hua2,h,ua2,2,none,1,-t,1,"[{""word"": ""滑る"", ""kana"": ""すべる""}]",見,牙,全清,魂,臻,,,入,1,ツ,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""魂"", ""rhyme_category"": ""臻"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""魂"", ""rhyme_category"": ""臻"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""山"", ""rhyme_category"": ""山"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",3,gy,"[""通用"", ""呉/漢異"", ""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""魂"", ""tone"": ""入"", ""grade"": null, ""openness"": null}","{""initial"": ""匣"", ""rhyme"": ""魂"", ""tone"": ""入"", ""grade"": null, ""openness"": null}",1
漢,カン,カン,から,カン,,かんじ,◆陝西省漢中カンチュウ市西北部を源とする川名、西流し湖北省武漢ブカン市で長江に注ぐ ◆王朝名、「西漢」「前漢」、前202年～9年 ◆王朝名、「東漢」「後漢」、25年～220年 ◆三国時代の古国名、「蜀漢」、221年～263年 ◆古国名、晋代に「成漢」、五代十国時代に「南漢」「後漢」「北漢」があった◆中国最大の民族の名◆男、男性◆[日]中国、中国に関することを指す語,シ氵サ十２艹艹艹廿口二人大夫𦰩漢,水,𦰩,4p,3,10,13,han,han4,h,an4,4,-n,0,none,1,"[{""word"": ""漢字"", ""kana"": ""かんじ""}]",曉,喉,全清,寒,山,,開,去,0,,"[{""initial"": ""曉"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
濃,ジョウ,ジョウ|ニュウ|ドウ|ノウ,こ・い,,こ・い,こい,◆露(つゆ)や霧(きり)などの水滴が多いさま、「濃濃(ノウノウ)」、同「𩅽」◆味や色などが深い◆密度が高い◆淡くない、薄くない,シ氵十２日曰曲厂二レノ辰農濃,水,農,4p,3,13,16,nong,nong2,n,ong2,2,-ng,0,none,1,"[{""word"": ""濃い"", ""kana"": ""こい""}]",孃,舌,次濁,鍾,通,,,平,0,,"[{""initial"": ""孃"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""鍾"", ""rhyme_category"": ""通"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""孃"", ""rhyme"": ""鍾"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""孃"", ""rhyme"": ""鍾"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
濯,タク,タク|ダク,すす・ぐ|ゆす・ぐ,タク,,せんたく,◆揺り動かすようにして洗う◆(罪科や疑いを)払拭する,シ氵ンヨ２羽羽ノ２隹翟濯,水,翟,4p,3,14,17,zhuo,zhuo2,zh,uo2,2,none,1,-k,1,"[{""word"": ""洗濯"", ""kana"": ""せんたく""}]",澄,舌,全濁,肴,效,,,去,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""肴"", ""rhyme_category"": ""效"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""江"", ""rhyme_category"": ""江"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""肴"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""澄"", ""rhyme"": ""肴"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
火,カ,カ,ひ|ほ,カ,,かようび,◆ものが燃える時に発生する光や色や炎や熱など◆ものが赤々と燃える、また焼く◆(火が勢いよく燃えるように、また顔を紅潮させて)怒る、(火が弾けるように)突然怒り出す◆(火が激しい勢いで燃え広がるように)差し迫ったさま◆五行(木・火・土・金・水)の一つ ◆十二章紋の一つ ◆七曜(日月火水木金土)の一つ◆軍隊で十人の兵で組織された隊、唐代ではで一火(兵十人)ごとに隊長を置き、五火を一団とした◆ひ、部首名,火,火,,4q,4,0,4,huo,huo3,h,uo3,3,none,0,none,1,"[{""word"": ""火曜日"", ""kana"": ""かようび""}]",曉,喉,全清,歌,果,一,合,上,0,,"[{""initial"": ""曉"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": ""合"", ""grade"": ""一"", ""rhyme"": ""歌"", ""rhyme_category"": ""果"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
灰,カイ,カイ|ケ,はい|あく,,はい,はいざら,◆ものが燃え尽(つ)きて再び燃やすことができない状態のもの、再び燃やすことができるものは「炭」◆ものを高温で燃やし尽くした後に残ったものの色、黒と白の中間の色◆(燃え尽きて)勢いや元気を失う¶「灰」は{⿸𠂇(右手の意)火}で、「炭」などの「灰{⿸厂(崖の意)火}」とは別、但し混用が見られる,厂ナ𠂇火灰,火,厂,4q,4,2,6,hui,hui1,h,ui1,1,none,0,none,1,"[{""word"": ""灰皿"", ""kana"": ""はいざら""}]",曉,喉,全清,灰,蟹,,,平,0,,"[{""initial"": ""曉"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""灰"", ""rhyme_category"": ""蟹"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
点,テン,テン,とも・す|つ・ける|さ・す,テン,さ・す,こうさてん,"◆小さな(黒い)染(し)み・瑕(きず)・印(しるし)、またそのようなものを付ける、「汚点(オテン)」◆小さく狭く限られた場所・範囲・位置・事柄、「地点(チテン)」「時点(ジテン)」◆全体の中の一部分、また限られた箇所、また特定の位置、「起点(キテン)」「句点(クテン)」◆ものの先でちょっと触れる、またちょっと付ける、またちょっと叩く◆とも・す、つ・ける、さ・す、火をつける、「点火(テンカ)」◆筆法の一つで""丶""(筆を下ろし押さえた後、動かさずに筆を上げる)",ト⺊口占、丶点,火,占,4q,4,5,9,dian,dian3,d,ian3,3,-n,0,none,1,"[{""word"": ""交差点"", ""kana"": ""こうさてん""}]",端,舌,全清,添,咸,,,上,0,,"[{""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""添"", ""rhyme_category"": ""咸"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
烏,オ,オ|ウ,からす,ウ,,ウーロンちゃ,◆カラス(烏、鴉)、カラス科カラス属の鳥、また同属の鳥の称、同「烏鴉(オア、オウ)」「孝鳥(コウチョウ)」◆(カラスが黒いことから)黒い、また黒色◆いずく・んぞ、どうして～、どうして～か、疑問や反問の語◆「ああ」「おう」などの感嘆の声、同「於」「𥾪」「𤚶」、同「烏乎、烏呼(アア)」,鳥烏,火,,4q,4,6,10,wu,wu1,w,u1,1,none,1,-k,1,"[{""word"": ""烏竜茶"", ""kana"": ""ウーロンちゃ""}]",影,喉,全清,模,遇,,,平,0,,"[{""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
無,ブ,ブ|ム,な・い,,な・い,ない|なくす,◆ない、存在しない、有(ゆう)していない◆～ではない、～であってはならない◆簡「无」,ノ丿一𠂉三十４、丶４灬無,火,08無-灬,4q,4,8,12,wu,wu2,w,u2,2,none,1,-k,2,"[{""word"": ""無い"", ""kana"": ""ない""}, {""word"": ""無くす"", ""kana"": ""なくす""}]",明,脣,次濁,虞,遇,,,平,0,,"[{""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""虞"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""明"", ""rhyme"": ""虞"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""明"", ""rhyme"": ""虞"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
然,ゼン,ゼン|ネン,しか|しか・も|しか・り|しか・らば|しか・るに|しか・れども,,しか|しか・も|しか・り|しか・らば|しか・るに|しか・れども,しかし,◆燃やす、火で焼く、「イヌ(犬、狗)の肉(月)を燃やす(灬)」の意、同「燃」◆～のような、～のように◆しか・も、その上に、それでも◆しか・り、その通り、yes◆しか・らば、そうであるならば、そうだとしたら◆しか・るに、そうであるのに、それなのに◆しか・れども、そうではあるけれども、しかし,タ夕、丶２大犬、丶４灬然,火,08然-灬,4q,4,8,12,ran,ran2,r,an2,2,-n,0,none,1,"[{""word"": ""然し/併し"", ""kana"": ""しかし""}]",日,齒,次濁,仙,山,,開,平,0,,"[{""initial"": ""日"", ""initial_category"": ""齒"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""仙"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""日"", ""rhyme"": ""仙"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""日"", ""rhyme"": ""仙"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
焼,ショウ,ショウ,や・く|や・き|く・べる,ショウ,や・く|や・き,しょうちゅう|すきやき|やきとり,◆火をつける、火つけて燃やす、火の中にものを入れて燃やす、ものが熱せられて炎や煙が立ち昇る◆[日]あれこれと進んで人に尽くす,火十土３𠦄２艹一龷ノ丿Ｌ乚儿兀尭焼,火,尭,4q,4,8,12,shao,shao1,sh,ao1,1,none,0,none,3,"[{""word"": ""焼酎"", ""kana"": ""しょうちゅう""}, {""word"": ""鋤焼き"", ""kana"": ""すきやき""}, {""word"": ""焼き鳥"", ""kana"": ""やきとり""}]",書,齒,全清,宵,效,,,平,0,,"[{""initial"": ""書"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""宵"", ""rhyme_category"": ""效"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""書"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""宵"", ""rhyme_category"": ""效"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
煙,エン,エン,けむり|けむ・る,,,タバコ,◆ものが燃える時に発生する気体や微粒子◆煤(すす)、煙の粒子が飛散せずに黒く溜(た)まったもの◆空中を大量の微粒子が浮遊することによって霞(かす)むさま、またぼんやりするさま◆アヘン(阿片、鴉片、大煙)、ケシ(芥子、罌粟)の実から作られるモルヒネmorphineなどを含む薬物(麻薬),火西覀土垔煙,火,垔,4q,4,9,13,yan,yan1,y,an1,1,-n,0,none,1,"[{""word"": ""煙草"", ""kana"": ""タバコ""}]",影,喉,全清,先,山,,開,平,0,,"[{""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""先"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
煩,ハン,ハン|ボン,わずら・う|わずら・わしい|うるさ・い,,うるさ・い,うるさい,◆あれこれ多くの物や事が入り乱れるさま◆あれこれ多くの物や事が身に降りかかる、またそれで頭を痛める、また苛々(いらいら)する、また思い悩む、「煩悶(ハンモン)」◆繁多(ハンタ)な、こまごまとして面倒な,火一目自𦣻貝頁煩,火,頁,4q,4,9,13,fan,fan2,f,an2,2,-n,0,none,1,"[{""word"": ""煩い/五月蝿い"", ""kana"": ""うるさい""}]",並,脣,全濁,元,臻,,,平,0,,"[{""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""元"", ""rhyme_category"": ""臻"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""並"", ""rhyme"": ""元"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""並"", ""rhyme"": ""元"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
