kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words
斎,サイ,サイ|セ,,サイ,,しょさい,◆神を迎えるために食事や身なりや行動を控(ひか)えめにして心身を慎(つつし)み清める、またそのための部屋◆酒や魚肉などを避(さ)けた簡素な食事、同「𩝦」◆僧が(午前中に)摂(と)る食事,文二小𡭕𥘅示斎,齊,小,e2,8,3,11,zhai,zhai1,zh,ai1,1,none,0,none,1,"[{""word"": ""書斎"", ""kana"": ""しょさい""}]"
斐,ヒ,ヒ,,,,いきがい,◆複雑に入り組んだ紋様、紋様が美しいさま◆文章の表現や構成が巧みなさま,一６三２非文斐,文,非,47,4,8,12,fei,fei3,f,ei3,3,none,0,none,1,"[{""word"": ""生き甲斐"", ""kana"": ""いきがい""}]"
斑,ハン,ハン|ヘン,まだら|ぶち|むら,,むら,むら,◆地色に他の色が点状や縞状に散らばっているさま◆「斑鳩(ハンキュウ)」、ハト科キジバト属の小形のハト(鳩)、同「鵓鳩(ボツキュウ)」「鳻鳩(ハンキュウ)」、「山斑鳩(サンハンキュウ、キジバト)」「歐斑鳩(オウハンキュウ、コキジバト)」「灰斑鳩(ハイハンキュウ、シラコバト)」「火斑鳩(カハンキュウ、ベニバト)」,王２文斑,文,玨,47,4,8,12,ban,ban1,b,an1,1,none,0,none,1,"[{""word"": ""斑"", ""kana"": ""むら""}]"
斗,トウ,トウ|ツ|ト,ます,,,,"◆液体や物を掬(すく)う柄杓(ひしゃく)、また柄杓状のもの◆容量を量るための枡(ます)  ◆容量の単位、1斗=10升、約2リットル、但し時代により差がある ◆小さい◆急に、突然に、同「陡」◆闘(たたか)う、同「鬥」◆「斗栱(トキョウ、トウキョウ)」、同「枓栱」、斗形(ますがた)、方形の木材(枓)と""Ｕ""字形の木材(栱)を組み合わせ建物の柱の上端に置き、それより上部の梁(はり)や桁(けた)を支える部材 ◆二十八宿北方玄武ゲンブの一つ ◆繁「鬥」◆とます、部首名",、丶２⺀十斗,斗,,48,4,0,4,dou,dou4,d,ou4,4,none,0,none,0,[]
料,リョウ,リョウ,,リョウ,,きゅうりょう|げんりょう|こうしんりょう|ざいりょう|しょくりょう|しょくりょうひん|しりょう|じゅぎょうりょう|そうりょう|ちゅうかりょうり|ちょうみりょう|てすうりょう|ねんりょう|むりょう|ゆうりょう|りょうきん|りょうり|～りょう,◆升(ます、枡)で米などの物の嵩(かさ)を量(はか)る◆人や物の資質(シシツ)を量る、推(お)し量る、見当を付ける◆ものを作る際に量を決めて使うもの、それを使ってものを作る◆家畜の餌(えさ)、給与、賃金、代金◆「料理(リョウリ)」◇状態を見極めてうまく調整・処置・処理すること◇[日]食材を取り揃(そろ)え調理すること、また調理した食べ物,米、丶２⺀十斗料,斗,米,48,4,6,10,liao,liao4,l,iao4,4,none,0,none,18,"[{""word"": ""資料"", ""kana"": ""しりょう""}, {""word"": ""中華料理"", ""kana"": ""ちゅうかりょうり""}, {""word"": ""料理"", ""kana"": ""りょうり""}, {""word"": ""給料"", ""kana"": ""きゅうりょう""}, {""word"": ""材料"", ""kana"": ""ざいりょう""}, {""word"": ""食料品"", ""kana"": ""しょくりょうひん""}, {""word"": ""有料"", ""kana"": ""ゆうりょう""}, {""word"": ""～料"", ""kana"": ""～りょう""}, {""word"": ""料金"", ""kana"": ""りょうきん""}, {""word"": ""原料"", ""kana"": ""げんりょう""}]"
斛,コク,コク|ゴク,,,,,◆容量を量る大きな枡(ます)◆容量の単位、1斛=10斗   ,ク𠂊用角、丶２⺀十斗斛,斗,角,48,4,7,11,hu,hu2,h,u2,2,none,1,-k,0,[]
斜,シャ,シャ|ジャ,なな・め|はす,シャ,なな・め|はす,けいしゃ|ななめ|はす,◆水などの液体の入った斗(ます)や杓子(シャクシ)などを傾(かたむ)けて中のものを出す、傾ける◆傾く、水平のものの片方が下がっている或いは上がっている、垂直のものの片方が横にずれている,人𠆢二小余、丶２⺀十斗斜,斗,余,48,4,7,11,xie,xie2,x,ie2,2,none,1,-t,3,"[{""word"": ""斜め"", ""kana"": ""ななめ""}, {""word"": ""斜"", ""kana"": ""はす""}, {""word"": ""傾斜"", ""kana"": ""けいしゃ""}]"
斟,シン,シン,,,,,◆酒を汲(く)む、大きな容器に入っている酒を小さな器で掬(すく)う、酒を注(つ)ぐ、大きな容器に入っている酒を小さな器に注(そそ)ぐ、同「酌」「酙」◆「斟酌(シンシャク)」、同「酙酌」◇互いに酒を酌(く)み交わす◇他人の立場や事情・心情などを汲み取る◆夏代(前21世紀～前17世紀)の古諸侯国名、「斟灌(シンカン)」「斟鄩(シンシン、現山東省煙台エンタイ市)」の二国があったという、「【春秋左傳正義:卷二十九:襄公四年】…滅斟灌及斟尋氏(《注》二國夏同姓諸侯仲康之子后相所依樂安壽光縣東南有灌亭北海平壽縣東南有斟亭)」,甘目匚一ノ丿Ｌ乚儿兀匹甚、丶２⺀十斗斟,斗,甚,48,4,9,13,zhen,zhen1,zh,en1,1,none,0,none,0,[]
斡,ワツ,ワツ|ワチ|アツ,めぐ・る,,,あっせん,◆めぐ・る、廻る、車輪や北斗七星のようにある点を中心として旋回する◆「𠦷旋(アッセン)」、人と人の間を行ったり来たりして仲を取り持つ、周旋する,十日早２𠦝人倝、丶２⺀十斗斡,斗,倝,48,4,10,14,wo,wo4,w,o4,4,none,1,-k,1,"[{""word"": ""斡旋"", ""kana"": ""あっせん""}]"
斤,キン,キン|コン,,,,,◆斧(おの、振り下ろして物を切る重い刃の付いた道具)や手斧(ちょうな、切り出した木から不要な枝を切り落としたり皮を削り落としたりする道具)の類、斧である程度の形にまで粗削りする、同「釿」◆重さの単位、1斤＝16両 ◆「斤斤(キンキン)」、細かく調べる◆きん、おの、おのづくり、部首名,ノ丿２𠂆一𠂋Ｔ斤,斤,,49,4,0,4,jin,jin1,j,in1,1,none,0,none,0,[]
斥,セキ,セキ|シャク,しりぞ・ける,,,,◆退(しりぞ)ける、押し退(の)ける、追い遣(や)る、「排斥(ハイセキ)」◆押し開く、大きく広げる、「斥地(セキチ)」◆(誤りを)指摘する、咎(とが)める、「斥責(セキセキ、チェザ)」◆窺(うかが)う、探(さぐ)る、「斥候(セッコウ)」◆「充斥(ジュウセキ)」、一面に蔓延(はびこ)る、いっぱいになる,ノ丿２𠂆一𠂋Ｔ斤、丶斥,斤,丶,49,4,1,5,chi,chi4,ch,i4,4,none,1,-k,0,[]
斧,フ,フ,おの,,,,◆(刃渡りが弓形・半月形をした)ものを切るための刃物、また武器、重みがあり叩(たた)き付けるようにしてものを切る、またそれでものを切る、同「𨨞」「鈇」 ,ハメ乂父ノ丿２𠂆一𠂋Ｔ斤斧,斤,父,49,4,4,8,fu,fu3,f,u3,3,none,0,none,0,[]
斫,シャク,シャク,,,,,◆斧(おの、振り下ろしてものを切る刃物)などで叩(たた)き切る◆(振り下ろすようにして或いは叩き付けるようにして堅いものに刃物などを)ずばっと切り入れる、またぐさっと刺し入れる、同「斸」「𠜳」,石ノ丿２𠂆一𠂋Ｔ斤斫,斤,石,49,4,5,9,zhuo,zhuo2,zh,uo2,2,none,1,-k,0,[]
斬,サン,サン|セン|ザン,き・る,,,,◆(罪人を)切り殺す、裂(さ)き殺す◆刃物で切る、裂く◆断(た)つ、断ち切る◆絶(た)える、同「絶」、「【孟子注疏:卷八上:離婁章句下】孟子曰君子之澤五世而斬小人之澤五世而斬…」,車ノ丿２𠂆一𠂋Ｔ斤斬,斤,車,49,4,7,11,zhan,zhan3,zh,an3,3,none,0,none,0,[]
断,タン,タン|ダン,た・つ|ことわ・る,ダン,た・つ|ことわ・る,おうだん|おうだんほどう|けつだん|ことわる|ごんごどうだん|しゃだん|しんだん|たちきる|たつ|だんげん|だんこ|だんこう|だんぜん|だんてい|だんねん|だんめん|ちゅうだん|はんだん|むだん|ゆだん,◆繋(つな)がっているものを(連続しているものを)途中で切る、切って二つに分ける、切り離す◆ぷっつりと途切れる、絶(た)える◆すっぱりと区切る、きっぱりと決める◆決して～ない、きっぱりと～する◆[日]ことわ・る◇説明して許可を得る◇説明して辞退・拒否する,米Ｌ𠃊ノ丿２𠂆一𠂋Ｔ斤断,斤,07断-斤,49,4,7,11,duan,duan4,d,uan4,4,none,0,none,20,"[{""word"": ""横断歩道"", ""kana"": ""おうだんほどう""}, {""word"": ""横断"", ""kana"": ""おうだん""}, {""word"": ""断る"", ""kana"": ""ことわる""}, {""word"": ""診断"", ""kana"": ""しんだん""}, {""word"": ""断定"", ""kana"": ""だんてい""}, {""word"": ""判断"", ""kana"": ""はんだん""}, {""word"": ""決断"", ""kana"": ""けつだん""}, {""word"": ""無断"", ""kana"": ""むだん""}, {""word"": ""油断"", ""kana"": ""ゆだん""}, {""word"": ""言語道断"", ""kana"": ""ごんごどうだん""}]"
斯,シ,シ,か|か・く|こ|こ・の,,,,◆断ち切る、切り割(さ)く◆これ、この、ここ、this◆か・く、このように、thus、such◆か・くて、か・くして、このようにして、それが元(原因・理由)で,甘目ハ八其ノ丿２𠂆一𠂋Ｔ斤斯,斤,其,49,4,8,12,si,si1,s,i1,1,none,1,-k,0,[]
新,シン,シン,あたら・しい|あら・た|にい,シン,あたら・しい|あら・た,あたらしい|あらた|かくしん|さいしん|さいしんがた|しんかんせん|しんがた|しんき|しんこう|しんさく|しんせん|しんちく|しんにゅう|しんにゅうせい|しんねん|しんぶん|しんぶんしゃ|しんろうしんぷ|しん～,◆切ったばかりの木、切ったばかりで何の手も加えられていない木◆それまでにはなかった形状・状態・様子・性質になるさま、それまではなかったものが初めて現れるさま◆改(あらた)まる、改める、形状・状態・様子・性質などが変わる(変える)◆改まって(或いは始まって)間もないさま,立十干辛ホ木亲ノ丿２𠂆一𠂋Ｔ斤新,斤,亲,49,4,9,13,xin,xin1,x,in1,1,none,0,none,20,"[{""word"": ""新しい"", ""kana"": ""あたらしい""}, {""word"": ""新鮮"", ""kana"": ""しんせん""}, {""word"": ""新年"", ""kana"": ""しんねん""}, {""word"": ""新聞"", ""kana"": ""しんぶん""}, {""word"": ""新～"", ""kana"": ""しん～""}, {""word"": ""新入社員"", ""kana"": ""しんにゅう""}, {""word"": ""新入生"", ""kana"": ""しんにゅうせい""}, {""word"": ""新聞社"", ""kana"": ""しんぶんしゃ""}, {""word"": ""新た"", ""kana"": ""あらた""}, {""word"": ""最新"", ""kana"": ""さいしん""}]"
斷,タン,タン|ダン,た・つ|ことわ・る,,,,◆繋(つな)がっているものを(連続しているものを)途中で切る、切って二つに分ける、切り離す◆ぷっつりと途切れる、絶(た)える◆すっぱりと区切る、きっぱりと決める◆決して～ない、きっぱりと～する◆[日]ことわ・る◇説明して許可を得る◇説明して辞退・拒否する,くム厶幺２𢆶４Ｌ𠃊㡭ノ丿２𠂆一𠂋Ｔ斤斷,斤,㡭,49,4,14,18,duan,duan4,d,uan4,4,none,0,none,0,[]
方,ホウ,ホウ,かた,ホウ,かた,あいかた|あけがた|あさがた|あらかた|ありかた|いたしかたない|いっぽう|いっぽうつうこう|えんぽう|おおかた|おやかた|かた|かたいっぽう|かたがた|かんがえかた|かんぽうやく|こちら|このかた|しかた|しかたがない|しかたない|しょほうせん|せいほうけい|せんぽう|ぜんぽう|そちら|たほう|ちほう|ちょうほうけい|とうほう|とほうもない|ほう|ほうがく|ほうげん|ほうこう|ほうさく|ほうしき|ほうしん|ほうていしき|ほうほう|ほうぼう|みかた|めかた|やりかた|ゆうがた|ゆくえ|よびかた|りょうほう|～かた|～がた|～ほうめん,◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数)=面積、「平方(ヘイホウ)」◆(曲がることなく)まっすぐな、正しい、「方正(ホウセイ)」◆前後・左右・上下などの向き、向かう先、向かう側、「方向(ホウコウ)」「四方(シホウ)」「方面(ホウメン)」◆(中心となる場所から見て)向こうにある土地、「地方(チホウ)」「方言(ホウゲン)」◆あるところに向かう手立て、何かを行うための手段、技(わざ)、術(すべ)、「方法(ホウホウ)」◆他のものと比べる、「比方(ヒホウ)」◆今、たった今、ちょうど今◆ほう、ほうへん、かたへん、部首名,亠万方,方,,4a,4,0,4,fang,fang1,f,ang1,1,none,0,none,51,"[{""word"": ""方"", ""kana"": ""かた""}, {""word"": ""～方"", ""kana"": ""～かた""}, {""word"": ""～方"", ""kana"": ""～がた""}, {""word"": ""此方"", ""kana"": ""こちら""}, {""word"": ""其方"", ""kana"": ""そちら""}, {""word"": ""方"", ""kana"": ""ほう""}, {""word"": ""夕方"", ""kana"": ""ゆうがた""}, {""word"": ""考え方"", ""kana"": ""かんがえかた""}, {""word"": ""仕方"", ""kana"": ""しかた""}, {""word"": ""仕方ない"", ""kana"": ""しかたない""}]"
於,オ,オ|ウ|ヨ,お・いて|お・ける,,,,◆～(場所)で(at)、～(場合)に(on、in)、同「于」◆「ああ」「おう」などの感嘆の声、同「烏」「𥾪」「𤚶」「𣱏」「𤕘」、「【集韻:卷二:平聲:模第十一:烏於𡗃𥾪】汪胡切說文孝鳥也孔子曰鳥𥃳呼也取其助氣故以為烏呼古作於𡗃𥾪亦姓」◆簡「于」,亠万方人𠆢、丶２⺀仒於,方,仒,4a,4,4,8,yu,yu2,y,u2,2,none,1,-k,0,[]
施,シ,シ|セ,ほどこ・す,シ|セ,ほどこ・す,しこう|しせつ|じっし|ほどこす,◆広げる、平らに広げる、同「𢻫」◆広く行き渡る、また行き渡らせる、広める◆広く恩恵を行き渡らせる、恵む、与える◆旗が広がり翻(ひるがえ)る◆「施行(シコウ)」、(一部の人が作り上げた案、紙に書かれた計画などを)実際に行う、展開する◆「戚施(セキシ)」◇ヒキガエル(蟾蜍、センジョ)、ヒキガエル科のカエル(蛙)の総称◇(ヒキガエルのように)背が曲がって頭を上げられない(顔が下を向いてしまう)人、同「面柔(メンジュウ)」◇(前のものを見るときに上目遣いになることから)媚(こ)び諂(へつら)う人,亠万方ノ丿一𠂉せ也㐌施,方,㐌,4a,4,5,9,shi,shi1,sh,i1,1,none,1,-k,4,"[{""word"": ""施設"", ""kana"": ""しせつ""}, {""word"": ""実施"", ""kana"": ""じっし""}, {""word"": ""施行"", ""kana"": ""しこう""}, {""word"": ""施す"", ""kana"": ""ほどこす""}]"
旁,ホウ,ホウ|ボウ,つくり,,,,◆(中心となるものの、主となるものの)右や左に(或いは両側に)ぴったりと寄り付いているさま◆すぐ傍(そば)、傍(かたわ)ら、脇(わき)、同「傍」◆(左右に、四方に)伸びる、広がる◆つくり、漢字の右側の部分、「漢」の場合は「氵」を「へん(扁)」、「𦰩」を「つくり(旁)」という,亠立ワ冖亠万方２旁,方,06帝-巾,4a,4,6,10,pang,pang2,p,ang2,2,none,0,none,0,[]
旃,セン,セン,,,,,"◆旗竿の先が(""f""の頭のような形に)曲がった赤い無地の布製の旗、合図や目印として使う、「【爾雅注疏:釋天】錯革鳥曰旟…因章曰旃(《注》以帛練爲旒因其文章不復畫之周禮云通帛爲旃)」◆動物の毛を集めて熱や圧力などを加え布状(シートsheet状)にしたもの、フェルトfelt、同「氈」◆これ、ここに、同「之」「焉」◆「旃那(センナ)」、マメ科センナ属の植物の総称 ◆「旃檀(センダン)」、センダン科センダン属の木、また同科同属の木の総称、同「栴檀」 ",亠万方ノ丿一𠂉冂⺆、丶一丹旃,方,06旃-方,4a,4,6,10,zhan,zhan1,zh,an1,1,none,0,none,0,[]
旄,ボウ,ボウ|モウ,,,,,◆ヤクyak(チベット周辺に産するウシ科ウシ属の哺乳類)の尾で作った旗の先に付ける飾り、またその飾りの付いた旗◆ヤクyak、チベット周辺に産するウシ科ウシ属の哺乳類、「犛牛、旄牛、牦牛(ボウギュウ)」◆年老いた人、年老いて動作や判断が鈍(にぶ)いさま、同「耄」,亠万方ノ丿一𠂉毛旄,方,06旄-方,4a,4,6,10,mao,mao2,m,ao2,2,none,0,none,0,[]
旅,リョ,リョ|ロ,たび,リョ,たび,たび|たびだつ|りょかん|りょけん|りょこう|りょひ,◆兵士数を基にした軍隊の規模の単位、周朝(シュウ、西周、前11世紀～前771年)では500人を単位とした、「【周禮:卷第三:地官司徒】乃會萬民之卒伍而用之五人爲伍五伍爲兩四兩爲卒五卒爲旅五旅爲師五師爲軍…(用謂使民事之伍兩卒旅師軍皆衆之名兩二十五人卒百人旅五百人師二千五百人軍萬二千五百人…)[†人数や呼称は時代や国によって異なる†]」◆列を成(な)して行軍する、またその軍隊◆(大勢で)遠くへ出掛ける◆(多くのものが)列を成なす、連(つら)なる◆供物(クモツ、そなえもの)を祭壇(サイダン)に並べ山や川の神を祀(まつ)る祭礼、同「祣」◆周易の六十四卦の一つ、「火山旅(カザンリョ)」、䷷ ◆背骨(せぼね)、同「膂」,亠万方ノ丿一𠂉２レ𧘇イ旅,方,,4a,4,6,10,lv,lv3,l,v3,3,none,0,none,6,"[{""word"": ""旅行"", ""kana"": ""りょこう""}, {""word"": ""旅館"", ""kana"": ""りょかん""}, {""word"": ""旅"", ""kana"": ""たび""}, {""word"": ""旅立つ"", ""kana"": ""たびだつ""}, {""word"": ""旅費"", ""kana"": ""りょひ""}, {""word"": ""旅券"", ""kana"": ""りょけん""}]"
旆,ハイ,ハイ|バイ,,,,,◆先が燕尾状に切れ込みの入った旗、「【爾雅注疏:釋天】繼旐曰斾(《注》帛續旐末爲燕尾者義見詩)」¶旁は「一巾」の「市(U+U+5DFF、4画)」で「亠巾」の「市(U+5E02、5画)」とは別字,亠万方ノ丿一𠂉鍋一十巾市巿旆,方,,4a,4,6,10,pei,pei4,p,ei4,4,none,0,none,0,[]
旋,セン,セン|ゼン,,セン,,あっせん,◆ぐるりと回る、渦巻く、「旋回(センカイ)」◆行って戻って来る、帰って来る◆人の間に立ち行き来して仲を取り持つ◆「周旋(シュウセン)」◇廻(めぐ)る、一巡(イチジュン)して元に戻る、「【黃帝內經:素問:天元紀大論】…九星懸朗七曜周旋…」◇ぐるりと取り囲む、「【列子:湯問第五】…其山髙下周旋三萬里…」◇立ち振る舞い、身のこなし、「【孟子注疏:卷十四上:盡心下】動容周旋中禮者盛德之至也」「【禮記注疏(禮記正義):卷二十七:內則】…進退周旋慎齊」◇気配(きくば)りする、世話する、「【警世通言:第二十五卷:桂員外途窮懺悔】…我昔貧困時仗岳父周旋…」◇[日]仲立ちして取り持つこと◆間もなく～、やがて～[†状態・状況が変わることをいう†]◆小便をする,亠万方ノ丿一𠂉フ乛上止龰正疋旋,方,07𢭀-扌,4a,4,7,11,xuan,xuan2,x,uan2,2,none,0,none,1,"[{""word"": ""斡旋"", ""kana"": ""あっせん""}]"
旌,セイ,セイ|ショウ,,,,,◆竿の先にヤクyak(チベット周辺に産するウシ科ウシ属の哺乳類)などの尾や色鮮やかな鳥の羽を付けた旗や幟(のぼり)、「【爾雅注疏:釋天】注旄首曰旌(《注》載旄於竿頭如今之幢亦有旒)」◆目印として立てる旗や幟(のぼり)の類の総称、軍の旗や喪であることを示すために立てる旗などをいう◆功績などを表彰する、またその印として掲げる旗や札、「旌表(セイヒョウ)」,亠万方ノ丿一𠂉生旌,方,,4a,4,7,11,jing,jing1,j,ing1,1,none,0,none,0,[]
族,ソク,ソク|ゾク,やから,ゾク,,かくかぞく|かぞく|しんぞく|みんぞく,◆同じ祖先(同じ姓、同じ起源)を持つ者の集まり、「種族(シュゾク)」「家族(カゾク)」◆共通のもの(思考や思想、言語、性格や性質など)を持つものの集まり、同「類」◆同じところに集まる、叢(むら)がる、同「簇」◆鏃(やじり)、矢尻、矢柄の先端に取り付ける鋭く尖らせた部品、同「鏃」,亠万方ノ丿一𠂉大天矢族,方,07族-方,4a,4,7,11,zu,zu2,z,u2,2,none,1,-k,4,"[{""word"": ""家族"", ""kana"": ""かぞく""}, {""word"": ""民族"", ""kana"": ""みんぞく""}, {""word"": ""親族"", ""kana"": ""しんぞく""}, {""word"": ""核家族"", ""kana"": ""かくかぞく""}]"
旒,リュウ,リュウ|ル,,,,,◆旗の縁(ふち)に付けた房状の飾り、旗脚(はたあし)、吹流し(ふきながし)、「風を受けて水が流れるようにはためく」の意◆組紐に幾つかの珠(たま)を通し冕(ベン、正装用の冠)の前後に垂らす飾り、何本かの「旒」を垂らしたものの総称を「璪(ソウ)」「玉藻(ギョクソウ)」という ,亠万方ノ丿一𠂉亠ム厶𠫓ノ丿Ｉ｜丨Ｌ乚川𠫝㐬旒,方,,4a,4,9,13,liu,liu2,l,iu2,2,none,0,none,0,[]
旗,キ,キ|ギ,はた,,はた,はた,◆布や紙などを方形(四角形や長方形)に作り目印としたもの、するものの総称◆清代(1644年～1912年)の蒙古族の軍の編成単位◆内蒙古自治区(内モンゴル自治区)の行政単位 ¶「㫃」と「其」から成る字で、「方」は「方形の布」、「𠂉(人が変形したもの)」は「靡(なび)くさま、翻るさま、はためくさま」を表し、「其」は「それ、特定のものを指し示すもの、目印」の意,亠万方ノ丿一𠂉甘目ハ八其旗,方,10旗-方,4a,4,10,14,qi,qi2,q,i2,2,none,0,none,1,"[{""word"": ""旗"", ""kana"": ""はた""}]"
旙,ハン,ハン|ホン,,,,,◆長い棒の先に吊(つ)るすように掲げる細長い旗(はた)、幟(のぼり)、同「幡」◆(幟が)翻(ひるがえ)る、ひらひらと靡(なび)く、同「幡」◆「𣄢旙(トウバン)」、同「幢幡」、仏堂(ブツドウ)に立てる円筒形の飾り、或いは細長い幟,亠万方ノ木禾ソ丷米釆田番旙,方,番,4a,4,12,16,fan,fan1,f,an1,1,none,0,none,0,[]
旛,ハン,ハン|ホン,,,,,◆長い棒の先に吊(つ)るすように掲げる細長い旗(はた)、幟(のぼり)、同「幡」◆(幟が)翻(ひるがえ)る、ひらひらと靡(なび)く、同「幡」◆「𣄢旛(トウバン)」、同「幢幡」、仏堂(ブツドウ)に立てる円筒形の飾り、或いは細長い幟,亠万方ノ丿一𠂉ソ木禾釆田番旛,方,,4a,4,14,18,fan,fan1,f,an1,1,none,0,none,0,[]
无,ブ,ブ|ム,,,,,◆無(な)い、存在しない、～ではない、同繁「無」◆む、部首名,二ノ丿Ｌ乚无,无,,4b,4,0,4,wu,wu2,w,u2,2,none,1,-k,0,[]
旡,キ,キ|ケ,,,,,◆食べ物や飲み物が閊(つか)える、詰(つ)まる◆すでのつくり、部首名¶別「兂」,一二ノ丿Ｌ乚２旡,无,,4b,4,0,4,ji,ji4,j,i4,4,none,1,-k,0,[]
既,キ,キ|ケ,すで・に|すんで・に,キ,すで・に,きこん|きせい|すでに,◆～し尽(つ)くす、～し終わる◆もう～、最早(もはや)～、とっくに～、終了或いは完了してしまっていることを指す◆～の上に(更に)～、～したからには～◆[日]すんで・に、もう少しのところで,ヨレム厶一二ノ丿Ｌ乚２旡既,无,05即-卩,4b,5,5,10,ji,ji4,j,i4,4,none,1,-k,3,"[{""word"": ""既に"", ""kana"": ""すでに""}, {""word"": ""既婚"", ""kana"": ""きこん""}, {""word"": ""既成"", ""kana"": ""きせい""}]"
日,ジツ,ジツ|ニチ,ひ|か,ジツ|ニチ,ひ|か,あさって|あさひ|あした|いちにち|いつか|おおみそか|おととい|かくじつ|かようび|がんじつ|きじつ|きのう|きゅうじつ|きょう|きんようび|げつようび|ここのか|ごじつ|さいしゅうび|さいじつ|さきおととい|さくじつ|しゅうじつ|しゅくじつ|すいようび|せいねんがっぴ|せんじつ|たんじょうび|ついたち|ていきゅうび|とうじつ|とおか|どようび|なのか|にちじ|にちじょう|にちよう|にちようひん|にちようび|にっか|にっき|にっこう|にっすう|にっちゅう|にってい|にほん|にほんご|はつか|はんにち|ひ|ひあたり|ひかげ|ひがえり|ひごろ|ひざし|ひづけ|ひでり|ひどり|ひなた|ひにち|ひのいり|ひので|ひび|ひましに|ふつか|へいじつ|ほんじつ|まいにち|みかづき|みっか|みっかぼうず|むいか|もくようび|ようか|よくじつ|よっか|らいにち|れんじつ|～にち,◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆十二章紋の一つ ◆ひ、ひへん、にち、にちへん、部首名,日,日,,4c,4,0,4,ri,ri4,r,i4,4,none,1,-k,80,"[{""word"": ""明後日"", ""kana"": ""あさって""}, {""word"": ""明日"", ""kana"": ""あした""}, {""word"": ""一日"", ""kana"": ""いちにち""}, {""word"": ""五日"", ""kana"": ""いつか""}, {""word"": ""大晦日"", ""kana"": ""おおみそか""}, {""word"": ""一昨日"", ""kana"": ""おととい""}, {""word"": ""火曜日"", ""kana"": ""かようび""}, {""word"": ""昨日"", ""kana"": ""きのう""}, {""word"": ""今日"", ""kana"": ""きょう""}, {""word"": ""金曜日"", ""kana"": ""きんようび""}]"
旦,タン,タン,,タン,,いったん|がんたん,◆明け方、太陽が地平より上に出た頃、同「㫜」◆月の最初の日の明け方、月の始まりの日、朔日(ついたち)、「月旦(ゲッタン、各月の最初の日、またその日が始まる頃)」「元旦(ガンタン、各年の最初の日、一月一日、またその日が始まる頃)」◆中国の劇で女役を演じる役者、「老旦(ロウタン、老女役)」「小旦(ショウタン、娘役)」「男旦(ダンタン、女役を演じる男性の役者)」、男役は「生」◆デニールdenier(D)、繊維の太さの単位,日一旦,日,一,4c,4,1,5,dan,dan4,d,an4,4,none,0,none,2,"[{""word"": ""元旦"", ""kana"": ""がんたん""}, {""word"": ""一旦"", ""kana"": ""いったん""}]"
旧,キュウ,キュウ|グ|ク,ふる・い,キュウ,,きゅうち|きゅう～|ふっきゅう,◆古い、昔の、過去の、以前の◆古くからの、以前からの◆同「舊」,Ｉ｜丨日旧,日,丨,4c,4,1,5,jiu,jiu4,j,iu4,4,none,0,none,3,"[{""word"": ""旧～"", ""kana"": ""きゅう～""}, {""word"": ""旧知"", ""kana"": ""きゅうち""}, {""word"": ""復旧"", ""kana"": ""ふっきゅう""}]"
旨,シ,シ,うま・い|むね,シ,うま・い,うまい|しゅし|ようし,◆うま・い、美味(おい)しい、甘(あま)く美味しい◆意図(イト)していること、意向(イコウ)、本意(ホンイ)◆天子や上位者の指示や命令、またその考えや意向,ヒ七𠤎匕日旨,日,匕,4c,4,2,6,zhi,zhi3,zh,i3,3,none,0,none,3,"[{""word"": ""旨/巧/美味/甘/上手い"", ""kana"": ""うまい""}, {""word"": ""要旨"", ""kana"": ""ようし""}, {""word"": ""趣旨"", ""kana"": ""しゅし""}]"
早,ソウ,ソウ,はや・い|さ|わ,ソウ,はや・い|さ,いっこくもはやく|さっそく|すばやい|そうき|そうきゅう|そうたい|てっとりばやい|はやい|はやいこと|はやいところ|はやく|はやくち|はやくとも|はやめ|はやめる|もはや,◆いよいよ陽が昇り始めようとしていてまだ薄暗い頃、朝が明(あ)けようとする頃◆その時(時間、時期、頃合い)に至っていない◆本来の時よりも前に(先に)、前以って、既(すで)に◆[日]若い、小さい、幼(おさな)い,日十早,日,十,4c,4,2,6,zao,zao3,z,ao3,3,none,0,none,16,"[{""word"": ""早い"", ""kana"": ""はやい""}, {""word"": ""早退"", ""kana"": ""そうたい""}, {""word"": ""早く"", ""kana"": ""はやく""}, {""word"": ""早速"", ""kana"": ""さっそく""}, {""word"": ""早目"", ""kana"": ""はやめ""}, {""word"": ""早める"", ""kana"": ""はやめる""}, {""word"": ""素早い"", ""kana"": ""すばやい""}, {""word"": ""早期"", ""kana"": ""そうき""}, {""word"": ""早口"", ""kana"": ""はやくち""}, {""word"": ""早くとも"", ""kana"": ""はやくとも""}]"
